{'股票名称': 'R007', '股票代码': '201001', '价格': '2.48', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R091', '股票代码': '201004', '价格': '4.45', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R182', '股票代码': '201005', '价格': '3.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R014', '股票代码': '201002', '价格': '3.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC003', '股票代码': '202003', '价格': '1.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R002', '股票代码': '201009', '价格': '1.67', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R004', '股票代码': '201010', '价格': '4.18', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC007', '股票代码': '202007', '价格': '2.20', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R003', '股票代码': '201000', '价格': '2.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R028', '股票代码': '201003', '价格': '2.30', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R007', '股票代码': '203016', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC001', '股票代码': '202001', '价格': '1.98', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R028', '股票代码': '203017', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R091', '股票代码': '203018', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R028', '股票代码': '203041', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R091', '股票代码': '203042', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R007', '股票代码': '203052', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R028', '股票代码': '203053', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'GC002', '股票代码': '204002', '价格': '2.71', '升跌': '+0.09', '涨跌幅': '+3.43%'}
{'股票名称': 'GC001', '股票代码': '204001', '价格': '2.79', '升跌': '+0.14', '涨跌幅': '+5.49%'}
{'股票名称': 'GC004', '股票代码': '204004', '价格': '2.74', '升跌': '+0.07', '涨跌幅': '+2.62%'}
{'股票名称': 'GC007', '股票代码': '204007', '价格': '2.91', '升跌': '+0.20', '涨跌幅': '+7.38%'}
{'股票名称': 'GC091', '股票代码': '204091', '价格': '3.20', '升跌': '+0.01', '涨跌幅': '+0.47%'}
{'股票名称': 'GC014', '股票代码': '204014', '价格': '2.87', '升跌': '+0.08', '涨跌幅': '+3.05%'}
{'股票名称': 'GC182', '股票代码': '204182', '价格': '2.69', '升跌': '-0.32', '涨跌幅': '-10.63%'}
{'股票名称': '基金金泰', '股票代码': '500001', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安信', '股票代码': '500003', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金泰和', '股票代码': '500002', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉盛', '股票代码': '500005', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕阳', '股票代码': '500006', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴华', '股票代码': '500008', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': 'GC028', '股票代码': '204028', '价格': '2.85', '升跌': '+0.07', '涨跌幅': '+2.70%'}
{'股票名称': '基金金元', '股票代码': '500010', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安瑞', '股票代码': '500013', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金景阳', '股票代码': '500007', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉兴', '股票代码': '500015', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕元', '股票代码': '500016', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鑫', '股票代码': '500011', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鼎', '股票代码': '500021', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金科讯', '股票代码': '500029', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴业', '股票代码': '500028', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金通乾', '股票代码': '500038', '价格': '0.94', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '0.9515', '折价率': '-1.42'}
{'股票名称': '楚天科技', '股票代码': '300358', '价格': '8.13', '升跌': '-0.48', '涨跌幅': '-5.57%', '今开': '8.71', '成交量': '4.21万手', '最高': '8.71', '涨停': '9.47', '内盘': '2.93万手', '成交额': '3528.00万', '委比': '-20.64%', '流通市值': '17.85亿', '市盈率MRQ': '44.24', '每股收益': '0.14', '总股本': '4.74亿', '昨收': '8.61', '换手率': '1.92%', '最低': '8.10', '跌停': '7.75', '外盘': '1.46万手', '振幅': '7.08%', '量比': '2.07', '总市值': '38.51亿', '市净率': '1.62', '每股净资产': '5.03', '流通股本': '2.20亿'}
{'股票名称': '炬华科技', '股票代码': '300360', '价格': '7.00', '升跌': '-0.31', '涨跌幅': '-4.24%', '今开': '7.31', '成交量': '1.54万手', '最高': '7.35', '涨停': '8.04', '内盘': '9477手', '成交额': '1098.27万', '委比': '-35.10%', '流通市值': '19.08亿', '市盈率MRQ': '16.75', '每股收益': '0.31', '总股本': '4.10亿', '昨收': '7.31', '换手率': '0.57%', '最低': '6.98', '跌停': '6.58', '外盘': '6137手', '振幅': '5.06%', '量比': '0.85', '总市值': '28.67亿', '市净率': '1.33', '每股净资产': '5.25', '流通股本': '2.73亿'}
{'股票名称': '博腾股份', '股票代码': '300363', '价格': '9.34', '升跌': '-0.46', '涨跌幅': '-4.69%', '今开': '9.83', '成交量': '2.27万手', '最高': '10.02', '涨停': '10.78', '内盘': '1.59万手', '成交额': '2171.17万', '委比': '58.45%', '流通市值': '28.94亿', '市盈率MRQ': '36.28', '每股收益': '0.19', '总股本': '5.43亿', '昨收': '9.80', '换手率': '0.73%', '最低': '9.23', '跌停': '8.82', '外盘': '6744手', '振幅': '8.06%', '量比': '1.17', '总市值': '50.69亿', '市净率': '1.75', '每股净资产': '5.33', '流通股本': '3.10亿'}
{'股票名称': '北信源', '股票代码': '300352', '价格': '3.22', '升跌': '-0.18', '涨跌幅': '-5.29%', '今开': '3.38', '成交量': '32.18万手', '最高': '3.39', '涨停': '3.74', '内盘': '19.20万手', '成交额': '1.06亿', '委比': '37.24%', '流通市值': '34.87亿', '市盈率MRQ': '104.32', '每股收益': '0.02', '总股本': '14.50亿', '昨收': '3.40', '换手率': '2.97%', '最低': '3.18', '跌停': '3.06', '外盘': '14.63万手', '振幅': '6.18%', '量比': '2.19', '总市值': '46.68亿', '市净率': '2.09', '每股净资产': '1.54', '流通股本': '10.83亿'}
{'股票名称': '光一科技', '股票代码': '300356', '价格': '5.22', '升跌': '-0.35', '涨跌幅': '-6.28%', '今开': '5.51', '成交量': '17.77万手', '最高': '5.53', '涨停': '6.13', '内盘': '10.75万手', '成交额': '9359.40万', '委比': '10.67%', '流通市值': '19.24亿', '市盈率MRQ': '72.17', '每股收益': '0.05', '总股本': '4.15亿', '昨收': '5.57', '换手率': '4.82%', '最低': '5.02', '跌停': '5.01', '外盘': '7.70万手', '振幅': '9.16%', '量比': '13.97', '总市值': '21.66亿', '市净率': '2.05', '每股净资产': '2.55', '流通股本': '3.69亿'}
{'股票名称': '奥赛康', '股票代码': '300361', '价格': '', '升跌': '--', '涨跌幅': '%', '今开': '--', '成交量': '--', '最高': '--', '涨停': '--', '内盘': '--', '成交额': '--', '委比': '--', '流通市值': '--', '市盈率MRQ': '--', '每股收益': '--', '总股本': '--', '昨收': '--', '换手率': '--', '最低': '--', '跌停': '--', '外盘': '--', '振幅': '--', '量比': '--', '总市值': '--', '市净率': '--', '每股净资产': '--', '流通股本': '--'}
{'股票名称': '中文在线', '股票代码': '300364', '价格': '5.32', '升跌': '-0.37', '涨跌幅': '-6.50%', '今开': '5.67', '成交量': '17.08万手', '最高': '5.68', '涨停': '6.26', '内盘': '10.23万手', '成交额': '9310.06万', '委比': '34.86%', '流通市值': '28.55亿', '市盈率MRQ': '79.85', '每股收益': '0.05', '总股本': '7.72亿', '昨收': '5.69', '换手率': '3.18%', '最低': '5.26', '跌停': '5.12', '外盘': '7.43万手', '振幅': '7.38%', '量比': '7.99', '总市值': '41.07亿', '市净率': '1.10', '每股净资产': '4.83', '流通股本': '5.37亿'}
{'股票名称': '恒华科技', '股票代码': '300365', '价格': '21.19', '升跌': '-1.51', '涨跌幅': '-6.65%', '今开': '22.46', '成交量': '3.03万手', '最高': '22.69', '涨停': '24.97', '内盘': '1.86万手', '成交额': '6497.08万', '委比': '-76.82%', '流通市值': '46.32亿', '市盈率MRQ': '58.09', '每股收益': '0.27', '总股本': '4.02亿', '昨收': '22.70', '换手率': '1.38%', '最低': '21.00', '跌停': '20.43', '外盘': '1.21万手', '振幅': '7.44%', '量比': '2.40', '总市值': '85.22亿', '市净率': '5.21', '每股净资产': '4.06', '流通股本': '2.19亿'}
{'股票名称': '创意信息', '股票代码': '300366', '价格': '7.01', '升跌': '-0.56', '涨跌幅': '-7.40%', '今开': '7.58', '成交量': '8.73万手', '最高': '7.58', '涨停': '8.33', '内盘': '5.44万手', '成交额': '6282.64万', '委比': '28.08%', '流通市值': '20.11亿', '市盈率MRQ': '33.27', '每股收益': '0.16', '总股本': '5.26亿', '昨收': '7.57', '换手率': '3.04%', '最低': '6.98', '跌停': '6.81', '外盘': '3.44万手', '振幅': '7.93%', '量比': '3.30', '总市值': '36.84亿', '市净率': '1.28', '每股净资产': '5.46', '流通股本': '2.87亿'}
{'股票名称': '天翔环境', '股票代码': '300362', '价格': '9.66', '升跌': '--', '涨跌幅': '0.00%', '今开': '--', '成交量': '--', '最高': '--', '涨停': '10.63', '内盘': '--', '成交额': '--', '委比': '--', '流通市值': '22.06亿', '市盈率MRQ': '--', '每股收益': '-0.56', '总股本': '4.37亿', '昨收': '9.66', '换手率': '--', '最低': '--', '跌停': '8.69', '外盘': '--', '振幅': '--', '量比': '--', '总市值': '42.21亿', '市净率': '2.67', '每股净资产': '3.61', '流通股本': '2.28亿'}
{'股票名称': '汇金股份', '股票代码': '300368', '价格': '5.94', '升跌': '-0.32', '涨跌幅': '-5.11%', '今开': '6.28', '成交量': '5.65万手', '最高': '6.28', '涨停': '6.89', '内盘': '3.91万手', '成交额': '3416.84万', '委比': '32.06%', '流通市值': '16.57亿', '市盈率MRQ': '46.57', '每股收益': '0.10', '总股本': '5.38亿', '昨收': '6.26', '换手率': '2.03%', '最低': '5.94', '跌停': '5.63', '外盘': '1.74万手', '振幅': '5.43%', '量比': '0.29', '总市值': '31.98亿', '市净率': '3.85', '每股净资产': '1.54', '流通股本': '2.79亿'}
{'股票名称': '绿盟科技', '股票代码': '300369', '价格': '8.93', '升跌': '-0.30', '涨跌幅': '-3.25%', '今开': '9.23', '成交量': '5.92万手', '最高': '9.34', '涨停': '10.15', '内盘': '4.01万手', '成交额': '5369.41万', '委比': '27.30%', '流通市值': '53.52亿', '市盈率MRQ': '--', '每股收益': '-0.05', '总股本': '8.01亿', '昨收': '9.23', '换手率': '0.99%', '最低': '8.84', '跌停': '8.31', '外盘': '2.07万手', '振幅': '5.42%', '量比': '1.80', '总市值': '71.52亿', '市净率': '2.48', '每股净资产': '3.60', '流通股本': '5.99亿'}
{'股票名称': '安控科技', '股票代码': '300370', '价格': '2.63', '升跌': '-0.20', '涨跌幅': '-7.07%', '今开': '2.85', '成交量': '11.19万手', '最高': '2.86', '涨停': '3.11', '内盘': '7.12万手', '成交额': '3046.69万', '委比': '29.32%', '流通市值': '18.60亿', '市盈率MRQ': '--', '每股收益': '-0.01', '总股本': '9.58亿', '昨收': '2.83', '换手率': '1.58%', '最低': '2.62', '跌停': '2.55', '外盘': '4.29万手', '振幅': '8.48%', '量比': '2.08', '总市值': '25.21亿', '市净率': '1.85', '每股净资产': '1.42', '流通股本': '7.07亿'}
{'股票名称': '恒通科技', '股票代码': '300374', '价格': '8.16', '升跌': '-0.61', '涨跌幅': '-6.96%', '今开': '8.82', '成交量': '4.05万手', '最高': '8.85', '涨停': '9.65', '内盘': '2.43万手', '成交额': '3392.58万', '委比': '61.96%', '流通市值': '13.43亿', '市盈率MRQ': '28.35', '每股收益': '0.22', '总股本': '2.46亿', '昨收': '8.77', '换手率': '2.46%', '最低': '8.06', '跌停': '7.89', '外盘': '1.62万手', '振幅': '9.01%', '量比': '1.42', '总市值': '20.07亿', '市净率': '1.37', '每股净资产': '5.96', '流通股本': '1.65亿'}
{'股票名称': '鹏翎股份', '股票代码': '300375', '价格': '5.73', '升跌': '-0.32', '涨跌幅': '-5.29%', '今开': '6.05', '成交量': '2.19万手', '最高': '6.05', '涨停': '6.66', '内盘': '1.51万手', '成交额': '1283.78万', '委比': '27.39%', '流通市值': '13.70亿', '市盈率MRQ': '18.67', '每股收益': '0.23', '总股本': '3.60亿', '昨收': '6.05', '换手率': '0.92%', '最低': '5.72', '跌停': '5.45', '外盘': '6847手', '振幅': '5.45%', '量比': '0.81', '总市值': '20.61亿', '市净率': '1.32', '每股净资产': '4.36', '流通股本': '2.39亿'}
{'股票名称': '东方网力', '股票代码': '300367', '价格': '9.54', '升跌': '-0.81', '涨跌幅': '-7.83%', '今开': '10.37', '成交量': '24.07万手', '最高': '10.37', '涨停': '11.39', '内盘': '14.63万手', '成交额': '2.38亿', '委比': '-28.45%', '流通市值': '53.14亿', '市盈率MRQ': '31.85', '每股收益': '0.22', '总股本': '8.55亿', '昨收': '10.35', '换手率': '4.32%', '最低': '9.53', '跌停': '9.32', '外盘': '10.33万手', '振幅': '8.12%', '量比': '3.74', '总市值': '81.52亿', '市净率': '2.12', '每股净资产': '4.49', '流通股本': '5.57亿'}
{'股票名称': '赢时胜', '股票代码': '300377', '价格': '12.24', '升跌': '-0.95', '涨跌幅': '-7.20%', '今开': '13.19', '成交量': '18.42万手', '最高': '13.29', '涨停': '14.51', '内盘': '11.94万手', '成交额': '2.31亿', '委比': '-1.86%', '流通市值': '62.75亿', '市盈率MRQ': '57.81', '每股收益': '0.16', '总股本': '7.42亿', '昨收': '13.19', '换手率': '3.59%', '最低': '12.13', '跌停': '11.87', '外盘': '6.79万手', '振幅': '8.79%', '量比': '2.96', '总市值': '90.87亿', '市净率': '3.36', '每股净资产': '3.64', '流通股本': '5.13亿'}
{'股票名称': '欣泰退', '股票代码': '300372', '价格': '1.48', '升跌': '-0.06', '涨跌幅': '-3.90%', '今开': '1.55', '成交量': '5.46万手', '最高': '1.56', '涨停': '1.69', '内盘': '2.68万手', '成交额': '827.92万', '委比': '-4.37%', '流通市值': '1.46亿', '市盈率MRQ': '--', '每股收益': '-0.04', '总股本': '1.72亿', '昨收': '1.54', '换手率': '5.53%', '最低': '1.46', '跌停': '1.39', '外盘': '2.78万手', '振幅': '6.49%', '量比': '0.40', '总市值': '2.54亿', '市净率': '0.49', '每股净资产': '3.05', '流通股本': '9873.09万'}
{'股票名称': '易事特', '股票代码': '300376', '价格': '4.53', '升跌': '-0.26', '涨跌幅': '-5.43%', '今开': '4.79', '成交量': '8.64万手', '最高': '4.81', '涨停': '5.27', '内盘': '6.14万手', '成交额': '3996.90万', '委比': '18.29%', '流通市值': '104.16亿', '市盈率MRQ': '14.23', '每股收益': '0.24', '总股本': '23.28亿', '昨收': '4.79', '换手率': '0.38%', '最低': '4.48', '跌停': '4.31', '外盘': '2.59万手', '振幅': '6.89%', '量比': '3.79', '总市值': '105.45亿', '市净率': '2.18', '每股净资产': '2.08', '流通股本': '22.99亿'}
{'股票名称': '安硕信息', '股票代码': '300380', '价格': '16.32', '升跌': '-1.06', '涨跌幅': '-6.10%', '今开': '17.38', '成交量': '2.67万手', '最高': '17.49', '涨停': '19.12', '内盘': '1.83万手', '成交额': '4481.88万', '委比': '19.56%', '流通市值': '11.52亿', '市盈率MRQ': '124.99', '每股收益': '0.10', '总股本': '1.37亿', '昨收': '17.38', '换手率': '3.79%', '最低': '16.28', '跌停': '15.64', '外盘': '8388手', '振幅': '6.96%', '量比': '0.81', '总市值': '22.43亿', '市净率': '5.41', '每股净资产': '3.02', '流通股本': '7056.12万'}
{'股票名称': '斯莱克', '股票代码': '300382', '价格': '5.98', '升跌': '-0.13', '涨跌幅': '-2.13%', '今开': '6.15', '成交量': '1.76万手', '最高': '6.15', '涨停': '6.72', '内盘': '1.03万手', '成交额': '1061.08万', '委比': '-41.67%', '流通市值': '22.80亿', '市盈率MRQ': '30.18', '每股收益': '0.15', '总股本': '5.64亿', '昨收': '6.11', '换手率': '0.46%', '最低': '5.92', '跌停': '5.50', '外盘': '7345手', '振幅': '3.76%', '量比': '1.32', '总市值': '33.74亿', '市净率': '3.39', '每股净资产': '1.76', '流通股本': '3.81亿'}
{'股票名称': '溢多利', '股票代码': '300381', '价格': '8.22', '升跌': '-0.41', '涨跌幅': '-4.75%', '今开': '8.63', '成交量': '1.21万手', '最高': '8.68', '涨停': '9.49', '内盘': '8623手', '成交额': '1010.66万', '委比': '-38.39%', '流通市值': '2.36亿', '市盈率MRQ': '27.16', '每股收益': '0.23', '总股本': '8160.00万', '昨收': '8.63', '换手率': '4.23%', '最低': '8.16', '跌停': '7.77', '外盘': '3489手', '振幅': '6.03%', '量比': '0.07', '总市值': '6.71亿', '市净率': '1.71', '每股净资产': '4.82', '流通股本': '2866.32万'}
{'股票名称': '扬杰科技', '股票代码': '300373', '价格': '16.67', '升跌': '-0.85', '涨跌幅': '-4.85%', '今开': '17.58', '成交量': '6.71万手', '最高': '17.66', '涨停': '19.27', '内盘': '3.52万手', '成交额': '1.14亿', '委比': '-40.10%', '流通市值': '38.87亿', '市盈率MRQ': '25.16', '每股收益': '0.50', '总股本': '4.72亿', '昨收': '17.52', '换手率': '2.88%', '最低': '16.65', '跌停': '15.77', '外盘': '3.27万手', '振幅': '5.76%', '量比': '2.05', '总市值': '78.73亿', '市净率': '3.21', '每股净资产': '5.19', '流通股本': '2.33亿'}
{'股票名称': '鼎捷软件', '股票代码': '300378', '价格': '10.13', '升跌': '-1.02', '涨跌幅': '-9.15%', '今开': '10.99', '成交量': '14.22万手', '最高': '10.99', '涨停': '12.26', '内盘': '10.29万手', '成交额': '1.49亿', '委比': '52.20%', '流通市值': '26.59亿', '市盈率MRQ': '35.58', '每股收益': '0.21', '总股本': '2.65亿', '昨收': '11.15', '换手率': '5.42%', '最低': '10.08', '跌停': '10.04', '外盘': '5.11万手', '振幅': '8.16%', '量比': '5.30', '总市值': '26.82亿', '市净率': '2.11', '每股净资产': '4.81', '流通股本': '2.62亿'}
{'股票名称': '光环新网', '股票代码': '300383', '价格': '12.82', '升跌': '-0.38', '涨跌幅': '-2.88%', '今开': '13.30', '成交量': '23.21万手', '最高': '13.30', '涨停': '14.52', '内盘': '14.70万手', '成交额': '2.95亿', '委比': '-49.86%', '流通市值': '175.29亿', '市盈率MRQ': '31.16', '每股收益': '0.32', '总股本': '15.40亿', '昨收': '13.20', '换手率': '1.70%', '最低': '12.37', '跌停': '11.88', '外盘': '8.83万手', '振幅': '7.05%', '量比': '4.81', '总市值': '197.39亿', '市净率': '2.84', '每股净资产': '4.51', '流通股本': '13.67亿'}
{'股票名称': '国祯环保', '股票代码': '300388', '价格': '8.95', '升跌': '-0.42', '涨跌幅': '-4.48%', '今开': '9.33', '成交量': '3.85万手', '最高': '9.40', '涨停': '10.31', '内盘': '2.29万手', '成交额': '3477.81万', '委比': '-32.17%', '流通市值': '48.29亿', '市盈率MRQ': '16.15', '每股收益': '0.42', '总股本': '5.49亿', '昨收': '9.37', '换手率': '0.71%', '最低': '8.80', '跌停': '8.43', '外盘': '1.62万手', '振幅': '6.40%', '量比': '0.48', '总市值': '49.13亿', '市净率': '2.40', '每股净资产': '3.73', '流通股本': '5.40亿'}
{'股票名称': '艾比森', '股票代码': '300389', '价格': '16.01', '升跌': '-0.87', '涨跌幅': '-5.15%', '今开': '16.93', '成交量': '8937手', '最高': '17.00', '涨停': '18.57', '内盘': '5437手', '成交额': '1459.67万', '委比': '45.95%', '流通市值': '26.25亿', '市盈率MRQ': '21.68', '每股收益': '0.55', '总股本': '3.20亿', '昨收': '16.88', '换手率': '0.55%', '最低': '16.00', '跌停': '15.19', '外盘': '3601手', '振幅': '5.92%', '量比': '0.82', '总市值': '51.18亿', '市净率': '4.26', '每股净资产': '3.76', '流通股本': '1.64亿'}
{'股票名称': '富邦股份', '股票代码': '300387', '价格': '5.93', '升跌': '-0.30', '涨跌幅': '-4.82%', '今开': '6.21', '成交量': '4.12万手', '最高': '6.29', '涨停': '6.85', '内盘': '2.34万手', '成交额': '2512.97万', '委比': '52.36%', '流通市值': '17.11亿', '市盈率MRQ': '19.82', '每股收益': '0.22', '总股本': '2.91亿', '昨收': '6.23', '换手率': '1.43%', '最低': '5.89', '跌停': '5.61', '外盘': '1.78万手', '振幅': '6.42%', '量比': '2.41', '总市值': '17.27亿', '市净率': '1.54', '每股净资产': '3.84', '流通股本': '2.89亿'}
{'股票名称': '天华超净', '股票代码': '300390', '价格': '8.40', '升跌': '-0.60', '涨跌幅': '-6.67%', '今开': '8.91', '成交量': '9.29万手', '最高': '8.99', '涨停': '9.90', '内盘': '6.85万手', '成交额': '8006.54万', '委比': '22.02%', '流通市值': '14.18亿', '市盈率MRQ': '58.01', '每股收益': '0.11', '总股本': '3.45亿', '昨收': '9.00', '换手率': '5.51%', '最低': '8.39', '跌停': '8.10', '外盘': '3.12万手', '振幅': '6.67%', '量比': '2.23', '总市值': '28.94亿', '市净率': '3.37', '每股净资产': '2.49', '流通股本': '1.69亿'}
{'股票名称': '腾信股份', '股票代码': '300392', '价格': '6.59', '升跌': '-0.49', '涨跌幅': '-6.92%', '今开': '7.09', '成交量': '9.54万手', '最高': '7.14', '涨停': '7.79', '内盘': '5.86万手', '成交额': '6397.05万', '委比': '-68.56%', '流通市值': '17.04亿', '市盈率MRQ': '--', '每股收益': '-0.17', '总股本': '3.84亿', '昨收': '7.08', '换手率': '3.69%', '最低': '6.40', '跌停': '6.37', '外盘': '3.68万手', '振幅': '10.45%', '量比': '1.00', '总市值': '25.31亿', '市净率': '6.20', '每股净资产': '1.06', '流通股本': '2.59亿'}
{'股票名称': '雪浪环境', '股票代码': '300385', '价格': '14.12', '升跌': '-0.77', '涨跌幅': '-5.17%', '今开': '15.05', '成交量': '7979手', '最高': '15.06', '涨停': '16.38', '内盘': '4698手', '成交额': '1150.44万', '委比': '-85.93%', '流通市值': '8.18亿', '市盈率MRQ': '27.96', '每股收益': '0.38', '总股本': '1.30亿', '昨收': '14.89', '换手率': '1.38%', '最低': '14.02', '跌停': '13.40', '外盘': '3280手', '振幅': '6.98%', '量比': '0.50', '总市值': '18.38亿', '市净率': '1.61', '每股净资产': '8.80', '流通股本': '5792.04万'}
{'股票名称': '飞天诚信', '股票代码': '300386', '价格': '10.66', '升跌': '-0.75', '涨跌幅': '-6.57%', '今开': '11.47', '成交量': '5.06万手', '最高': '11.47', '涨停': '12.55', '内盘': '3.36万手', '成交额': '5558.92万', '委比': '-52.63%', '流通市值': '22.89亿', '市盈率MRQ': '43.37', '每股收益': '0.18', '总股本': '4.18亿', '昨收': '11.41', '换手率': '2.36%', '最低': '10.66', '跌停': '10.27', '外盘': '1.71万手', '振幅': '7.10%', '量比': '0.79', '总市值': '44.56亿', '市净率': '2.63', '每股净资产': '4.06', '流通股本': '2.15亿'}
{'股票名称': '康跃科技', '股票代码': '300391', '价格': '9.24', '升跌': '-0.67', '涨跌幅': '-6.76%', '今开': '9.92', '成交量': '2.14万手', '最高': '9.93', '涨停': '10.90', '内盘': '1.44万手', '成交额': '2032.49万', '委比': '43.75%', '流通市值': '7.24亿', '市盈率MRQ': '15.12', '每股收益': '0.46', '总股本': '2.34亿', '昨收': '9.91', '换手率': '2.73%', '最低': '9.11', '跌停': '8.92', '外盘': '6962手', '振幅': '8.27%', '量比': '0.23', '总市值': '21.58亿', '市净率': '1.50', '每股净资产': '6.16', '流通股本': '7835.98万'}
{'股票名称': '中来股份', '股票代码': '300393', '价格': '14.99', '升跌': '-1.25', '涨跌幅': '-7.70%', '今开': '16.24', '成交量': '2.27万手', '最高': '16.24', '涨停': '17.86', '内盘': '1.43万手', '成交额': '3494.81万', '委比': '50.77%', '流通市值': '18.07亿', '市盈率MRQ': '19.38', '每股收益': '0.58', '总股本': '2.41亿', '昨收': '16.24', '换手率': '1.88%', '最低': '14.91', '跌停': '14.62', '外盘': '8376手', '振幅': '8.19%', '量比': '1.40', '总市值': '36.13亿', '市净率': '1.44', '每股净资产': '10.44', '流通股本': '1.21亿'}
{'股票名称': '菲利华', '股票代码': '300395', '价格': '14.80', '升跌': '-0.45', '涨跌幅': '-2.95%', '今开': '15.20', '成交量': '2.12万手', '最高': '15.40', '涨停': '16.77', '内盘': '1.39万手', '成交额': '3159.14万', '委比': '66.36%', '流通市值': '39.63亿', '市盈率MRQ': '28.50', '每股收益': '0.39', '总股本': '3.00亿', '昨收': '15.25', '换手率': '0.79%', '最低': '14.70', '跌停': '13.72', '外盘': '7308手', '振幅': '4.59%', '量比': '1.01', '总市值': '44.34亿', '市净率': '4.45', '每股净资产': '3.33', '流通股本': '2.68亿'}
{'股票名称': '飞凯材料', '股票代码': '300398', '价格': '15.93', '升跌': '-0.64', '涨跌幅': '-3.86%', '今开': '16.59', '成交量': '2.69万手', '最高': '16.60', '涨停': '18.23', '内盘': '1.61万手', '成交额': '4333.19万', '委比': '16.07%', '流通市值': '57.99亿', '市盈率MRQ': '20.01', '每股收益': '0.60', '总股本': '4.27亿', '昨收': '16.57', '换手率': '0.74%', '最低': '15.93', '跌停': '14.91', '外盘': '1.13万手', '振幅': '4.04%', '量比': '1.75', '总市值': '67.98亿', '市净率': '3.15', '每股净资产': '5.05', '流通股本': '3.64亿'}
{'股票名称': '迪瑞医疗', '股票代码': '300396', '价格': '13.18', '升跌': '-0.83', '涨跌幅': '-5.92%', '今开': '14.11', '成交量': '2.20万手', '最高': '14.11', '涨停': '15.41', '内盘': '1.44万手', '成交额': '2968.69万', '委比': '83.71%', '流通市值': '9.43亿', '市盈率MRQ': '983.67', '每股收益': '0.01', '总股本': '9075.00万', '昨收': '14.01', '换手率': '3.08%', '最低': '13.14', '跌停': '12.61', '外盘': '7560手', '振幅': '6.92%', '量比': '2.25', '总市值': '11.96亿', '市净率': '2.56', '每股净资产': '5.14', '流通股本': '7152.66万'}
{'股票名称': '劲拓股份', '股票代码': '300400', '价格': '15.47', '升跌': '-0.09', '涨跌幅': '-0.58%', '今开': '15.56', '成交量': '1.21万手', '最高': '15.56', '涨停': '17.12', '内盘': '7064手', '成交额': '1863.18万', '委比': '-32.28%', '流通市值': '24.17亿', '市盈率MRQ': '38.84', '每股收益': '0.30', '总股本': '2.43亿', '昨收': '15.56', '换手率': '0.78%', '最低': '15.11', '跌停': '14.00', '外盘': '5292手', '振幅': '2.89%', '量比': '0.67', '总市值': '37.65亿', '市净率': '6.49', '每股净资产': '2.38', '流通股本': '1.56亿'}
